time,modified
34.987999,-0.801503
35.041,2.450195
35.060001,-2.819572
35.078999,1.548753
35.101002,-0.229001
35.123001,0.637722
35.141998,-1.025733
35.164001,-2.719385
35.186001,-0.090646
35.203999,1.404906
35.233002,-0.89692
35.255001,0.992545
35.272999,-1.874944
35.294998,0.153437
35.32,2.800222
35.345001,-1.622089
35.369999,-1.34538
35.395,-0.524794
35.421001,0.767184
35.438999,-2.776635
35.464001,0.450721
35.488998,-2.623968
35.507999,-1.326296
35.533001,-4.446433
35.557999,1.332983
35.583,3.068737
35.609001,-2.910219
35.631001,2.306347
35.654999,-1.502818
